cohort,year,level,side,school,n_girls,n_eoy_valid,n_dropout,n_passed,taux_abandon,taux_reussite,taux_inscription,pre_math,pre_fr,post_math,post_fr,pre_comp,cfepd,n_pre,n_post,flag,pair_id
C6,2024,CM2,Ctrl,Bassaraoua,17.0,17.0,0.0,4.0,0.0,23.529411764705884,,,,,,,,0.0,0.0,,C6-04
C6,2024,CM2,Ctrl,Dallia,26.0,26.0,2.0,6.0,7.6923076923076925,23.07692307692308,,,,,,,,0.0,0.0,,C6-02
C6,2024,CM2,Ctrl,Dan Bako,64.0,64.0,0.0,7.0,0.0,10.9375,,,,,,,,0.0,0.0,,C6-33
C6,2024,CM2,Ctrl,Dan Gara,39.0,39.0,4.0,0.0,10.256410256410255,0.0,,,,,,,,0.0,0.0,,C6-27
C6,2024,CM2,Ctrl,Dan Kari,18.0,18.0,0.0,3.0,0.0,16.666666666666668,,,,,,,,0.0,0.0,,
C6,2024,CM2,Ctrl,Djirataoua Bilingue,28.0,28.0,0.0,13.0,0.0,46.42857142857143,,,,,,,,0.0,0.0,,C6-03
C6,2024,CM2,Ctrl,Gade,16.0,16.0,0.0,3.0,0.0,18.75,,,,,,,,0.0,0.0,,
C6,2024,CM2,Ctrl,Galadantchi,31.0,31.0,0.0,5.0,0.0,16.129032258064516,,,,,,,,0.0,0.0,,C6-05
C6,2024,CM2,Ctrl,Garin Daoure 1,14.0,14.0,0.0,3.0,0.0,21.428571428571427,,,,,,,,0.0,0.0,,C6-16
C6,2024,CM2,Ctrl,Garin Magaji,15.0,15.0,0.0,3.0,0.0,20.0,,,,,,,,0.0,0.0,,C6-12
C6,2024,CM2,Ctrl,Imbelbelou 3,57.0,57.0,3.0,5.0,5.2631578947368425,8.771929824561404,,,,,,,,0.0,0.0,,C6-08
C6,2024,CM2,Ctrl,Kagara,23.0,23.0,0.0,2.0,0.0,8.695652173913043,,,,,,,,0.0,0.0,,
C6,2024,CM2,Ctrl,Kankaran Safo,7.0,7.0,0.0,3.0,0.0,42.85714285714285,,,,,,,,0.0,0.0,,
C6,2024,CM2,Ctrl,Kara Kara 1,41.0,41.0,2.0,6.0,4.878048780487805,14.634146341463415,,,,,,,,0.0,0.0,,C6-10
C6,2024,CM2,Ctrl,Kara Kara 2,41.0,41.0,6.0,5.0,14.634146341463415,12.195121951219512,,,,,,,,0.0,0.0,,C6-19
C6,2024,CM2,Ctrl,Kara Kara 3,46.0,46.0,2.0,9.0,4.3478260869565215,19.565217391304348,,,,,,,,0.0,0.0,,C6-09
C6,2024,CM2,Ctrl,Karambi Sofoua,10.0,10.0,0.0,5.0,0.0,50.0,,,,,,,,0.0,0.0,,C6-30
C6,2024,CM2,Ctrl,Kontagora Sofoua,27.0,27.0,0.0,5.0,0.0,18.51851851851852,,,,,,,,0.0,0.0,,C6-01
C6,2024,CM2,Ctrl,Mallamai Salifou,32.0,32.0,2.0,3.0,6.25,9.375,,,,,,,,0.0,0.0,,C6-25
C6,2024,CM2,Ctrl,Mata Milki,49.0,49.0,0.0,22.0,0.0,44.89795918367347,,,,,,,,0.0,0.0,,
C6,2024,CM2,Ctrl,Maza Tsaye 1,35.0,35.0,1.0,6.0,2.857142857142857,17.142857142857142,,,,,,,,0.0,0.0,,C6-14
C6,2024,CM2,Ctrl,Oumarou Laouali Gago,30.0,30.0,0.0,8.0,0.0,26.666666666666668,,,,,,,,0.0,0.0,,C6-06
C6,2024,CM2,Ctrl,Sarkin Aski,10.0,10.0,1.0,2.0,10.0,20.0,,,,,,,,0.0,0.0,,
C6,2024,CM2,Ctrl,Soumarana,24.0,24.0,0.0,5.0,0.0,20.83333333333333,,,,,,,,0.0,0.0,,C6-18
C6,2024,CM2,Ctrl,Tajaye Djirataoua,33.0,33.0,0.0,5.0,0.0,15.151515151515152,,,,,,,,0.0,0.0,,
C6,2024,CM2,Ctrl,Touzza,19.0,19.0,0.0,3.0,0.0,15.789473684210526,,,,,,,,0.0,0.0,,C6-32
C6,2024,CM2,Ctrl,Tsanna Publique,23.0,23.0,8.0,1.0,34.78260869565217,4.3478260869565215,,,,,,,,0.0,0.0,,C6-34
C6,2024,CM2,Ctrl,Yan Doto Bala,48.0,48.0,6.0,7.0,12.5,14.583333333333334,,,,,,,,0.0,0.0,,C6-29
C6,2024,CM2,Ctrl,Yan Doto Garin Malam,30.0,30.0,0.0,6.0,0.0,20.0,,,,,,,,0.0,0.0,,C6-26
C6,2024,CM2,Ctrl,Yan Zango,14.0,14.0,0.0,3.0,0.0,21.428571428571427,,,,,,,,0.0,0.0,,C6-13
C6,2024,CM2,Int,Barouana,27.0,27.0,0.0,9.0,0.0,33.333333333333336,,5.055555555555555,3.1574074074074074,13.37037037037037,15.24074074074074,,,27.0,27.0,,C6-27
C6,2024,CM2,Int,Dan Fillo 3,32.0,32.0,1.0,12.0,3.125,37.5,,7.1015625,4.734375,14.875,16.1796875,,,32.0,32.0,,C6-19
C6,2024,CM2,Int,Dan Gamji,50.0,50.0,0.0,19.0,0.0,38.0,,5.588235294117647,2.8480392156862746,16.0,15.68,,,51.0,51.0,,C6-33
C6,2024,CM2,Int,Danja 1,29.0,29.0,0.0,18.0,0.0,62.06896551724138,,8.827586206896552,5.758620689655173,15.482758620689657,17.405172413793103,,,29.0,29.0,,C6-03
C6,2024,CM2,Int,Danja 2,17.0,17.0,0.0,11.0,0.0,64.70588235294117,,9.035714285714286,6.571428571428571,15.3125,16.125,,,14.0,16.0,,C6-04
C6,2024,CM2,Int,El Kokia,26.0,26.0,0.0,13.0,0.0,50.0,,6.605263157894737,2.276315789473684,14.92,15.2,,,19.0,25.0,,C6-05
C6,2024,CM2,Int,Garin Yari Idi,32.0,32.0,0.0,14.0,0.0,43.75,,8.03125,7.59375,16.796875,15.3359375,,,32.0,32.0,,C6-14
C6,2024,CM2,Int,Kadata,25.0,25.0,0.0,11.0,0.0,44.0,,4.947916666666667,4.885416666666667,13.6875,13.520833333333334,,,24.0,24.0,,C6-28
C6,2024,CM2,Int,Kadigaoua,18.0,18.0,0.0,10.0,0.0,55.55555555555556,,8.029411764705882,6.220588235294118,15.75,15.390625,,,17.0,16.0,,C6-34
C6,2024,CM2,Int,Kalgon Waraou,14.0,14.0,0.0,6.0,0.0,42.85714285714285,,7.733333333333333,5.85,16.366666666666667,16.7,,,15.0,15.0,,C6-18
C6,2024,CM2,Int,Katare 1,0.0,0.0,0.0,0.0,,,,5.926470588235294,3.8676470588235294,16.0,16.801470588235293,,,34.0,34.0,,C6-09
C6,2024,CM2,Int,Katare 2,0.0,0.0,0.0,0.0,,,,5.481481481481482,4.481481481481482,16.0,16.39814814814815,,,27.0,27.0,,C6-10
C6,2024,CM2,Int,Katare Guidan Ousmane 1,35.0,35.0,5.0,15.0,14.285714285714286,42.85714285714285,,,,,,,,0.0,0.0,,
C6,2024,CM2,Int,Katare Guidan Ousmane 2,26.0,26.0,2.0,11.0,7.6923076923076925,42.30769230769231,,,,,,,,0.0,0.0,,
C6,2024,CM2,Int,Koderaoua,19.0,19.0,0.0,11.0,0.0,57.89473684210526,,6.289473684210527,4.578947368421052,15.0,16.092105263157894,,,19.0,19.0,,C6-06
C6,2024,CM2,Int,Kountarou Mairairai,19.0,19.0,1.0,4.0,5.2631578947368425,21.05263157894737,,6.916666666666667,5.902777777777778,14.02777777777778,14.52777777777778,,,18.0,18.0,,C6-32
C6,2024,CM2,Int,Louloubi,32.0,32.0,2.0,11.0,6.25,34.375,,4.233333333333333,4.403225806451613,14.6,13.841666666666669,,,30.0,30.0,,C6-24
C6,2024,CM2,Int,Mallamai Saboua,21.0,21.0,0.0,9.0,0.0,42.85714285714285,,4.363636363636363,5.159090909090909,15.488636363636363,15.375,,,22.0,22.0,,C6-26
C6,2024,CM2,Int,Maradou Centre,28.0,28.0,0.0,12.0,0.0,42.85714285714285,,5.9907407407407405,3.125,15.723214285714286,15.482142857142858,,,27.0,28.0,,C6-23
C6,2024,CM2,Int,Mountarou Barmo,20.0,20.0,0.0,13.0,0.0,65.0,,9.102941176470589,8.132352941176471,15.558823529411764,15.411764705882351,,,17.0,17.0,,C6-31
C6,2024,CM2,Int,Oubandawaki Alfacha,17.0,17.0,0.0,11.0,0.0,64.70588235294117,,9.352941176470589,5.955882352941177,15.264705882352942,15.823529411764708,,,17.0,17.0,,C6-30
C6,2024,CM2,Int,Sabon Gari Kolta,28.0,28.0,0.0,17.0,0.0,60.71428571428572,,4.972222222222222,3.259259259259259,16.0,17.96153846153846,,,27.0,26.0,,C6-02
C6,2024,CM2,Int,Sae Saboua,38.0,38.0,0.0,15.0,0.0,39.47368421052632,,2.9473684210526314,3.1578947368421053,14.986842105263158,14.710526315789474,,,38.0,38.0,,C6-25
C6,2024,CM2,Int,Safo Dan Ali,12.0,12.0,0.0,5.0,0.0,41.66666666666666,,5.545454545454546,4.886363636363637,12.125,12.583333333333334,,,11.0,12.0,,C6-20
C6,2024,CM2,Int,Safo Nassaraoua,12.0,12.0,0.0,6.0,0.0,50.0,,7.75,6.0625,14.625,18.25,,,12.0,12.0,,C6-21
C6,2024,CM2,Int,Soura 1,28.0,28.0,1.0,15.0,3.571428571428572,53.57142857142857,,3.537037037037037,2.851851851851852,14.848214285714286,16.75925925925926,,,27.0,28.0,,C6-11
C6,2024,CM2,Int,Soura 2,28.0,28.0,4.0,10.0,14.285714285714286,35.714285714285715,,8.027777777777779,6.25,16.75925925925926,16.37037037037037,,,27.0,27.0,,C6-12
C6,2024,CM2,Int,Soura 3,15.0,15.0,0.0,5.0,0.0,33.333333333333336,,9.7,4.833333333333333,15.616666666666667,15.583333333333334,,,15.0,15.0,,C6-13
C6,2024,CM2,Int,Soura Magaji Rogo,14.0,14.0,1.0,9.0,7.142857142857143,64.28571428571429,,10.038461538461538,10.788461538461538,17.645833333333332,16.875,,,13.0,12.0,,C6-15
C6,2024,CM2,Int,Soura Sarkin Galma 1,26.0,26.0,2.0,8.0,7.6923076923076925,30.76923076923077,,5.40625,4.53125,15.96,15.44,,,24.0,25.0,,C6-08
C6,2024,CM2,Int,Soura Sarkin Galma 2,17.0,17.0,1.0,7.0,5.882352941176471,41.1764705882353,,4.235294117647059,3.088235294117647,17.1,14.933333333333334,,,17.0,15.0,,C6-07
C6,2024,CM2,Int,Tagaza,29.0,29.0,0.0,12.0,0.0,41.37931034482759,,4.053571428571429,2.9732142857142856,16.0,16.42241379310345,,,28.0,29.0,,C6-29
C6,2024,CM2,Int,Takalmaoua 1,16.0,16.0,0.0,7.0,0.0,43.75,,2.5625,4.046875,16.0,12.125,,,16.0,16.0,,C6-01
C6,2024,CM2,Int,Tchikadji Centre,12.0,12.0,0.0,5.0,0.0,41.66666666666666,,7.916666666666667,5.416666666666667,15.375,18.52083333333333,,,12.0,12.0,,C6-22
C6,2024,CM2,Int,Tibiri Nord 3,26.0,26.0,2.0,16.0,7.6923076923076925,61.53846153846154,,7.5,7.3125,15.4375,16.989583333333332,,,24.0,24.0,,C6-16
C6,2024,CM2,Int,Waraou,30.0,30.0,2.0,12.0,6.666666666666667,40.0,,5.758928571428571,4.75,16.0,16.678571428571427,,,28.0,28.0,,C6-17
C7,2025,CM1,Ctrl,Algafia/Kotsi,17.0,17.0,0.0,0.0,0.0,0.0,,0.1428571428571428,2.2857142857142856,5.705882352941177,7.352941176470588,,,7.0,17.0,,C7-50
C7,2025,CM1,Ctrl,Alssaoua,16.0,16.0,0.0,0.0,0.0,0.0,,0.625,0.15625,6.34375,6.90625,,,16.0,16.0,,C7-34
C7,2025,CM1,Ctrl,Bini,14.0,14.0,0.0,0.0,0.0,0.0,,0.3928571428571428,0.5,4.357142857142857,7.5,,,14.0,14.0,,C7-49
C7,2025,CM1,Ctrl,Chapke,15.0,15.0,1.0,0.0,6.666666666666667,0.0,,0.875,1.0625,7.321428571428571,6.303571428571429,,,8.0,14.0,,C7-51
C7,2025,CM1,Ctrl,Dan Bako,9.0,9.0,2.0,0.0,22.22222222222222,0.0,,1.5,0.5,6.25,6.5,,,2.0,7.0,,C7-28
C7,2025,CM1,Ctrl,Dan Bouzou,20.0,20.0,2.0,0.0,10.0,0.0,,3.225,3.3,6.222222222222222,7.222222222222222,,,20.0,18.0,,C7-45
C7,2025,CM1,Ctrl,Dan Gara,8.0,8.0,0.0,0.0,0.0,0.0,,0.0,2.0,6.15625,4.75,,,1.0,8.0,,C7-27
C7,2025,CM1,Ctrl,Dan Toumbi,29.0,29.0,2.0,0.0,6.896551724137931,0.0,,2.9482758620689653,1.7758620689655171,5.232142857142857,7.571428571428571,,,29.0,28.0,,C7-46
C7,2025,CM1,Ctrl,Djirataoua Bilingue,26.0,26.0,2.0,0.0,7.6923076923076925,0.0,,0.4166666666666667,1.3958333333333333,5.833333333333333,6.708333333333333,,,24.0,24.0,,C7-03
C7,2025,CM1,Ctrl,Gade,9.0,9.0,0.0,0.0,0.0,0.0,,0.4444444444444444,1.2222222222222223,7.722222222222222,8.13888888888889,,,9.0,9.0,,C7-10
C7,2025,CM1,Ctrl,Gagadama,11.0,11.0,1.0,0.0,9.090909090909092,0.0,,1.0,2.772727272727273,7.975,8.175,,,11.0,10.0,,C7-38
C7,2025,CM1,Ctrl,Galadantchi,17.0,17.0,11.0,0.0,64.70588235294117,0.0,,0.8,0.5,7.416666666666667,7.958333333333333,,,15.0,6.0,,C7-02
C7,2025,CM1,Ctrl,Garin Daoure 1,23.0,23.0,2.0,0.0,8.695652173913043,0.0,,0.7608695652173914,1.1304347826086956,5.5,7.309523809523809,,,23.0,21.0,,C7-25
C7,2025,CM1,Ctrl,Garin Daoure 2,12.0,12.0,4.0,0.0,33.333333333333336,0.0,,0.5833333333333334,1.125,8.15625,5.6875,,,12.0,8.0,,C7-24
C7,2025,CM1,Ctrl,Garin Magaji,13.0,12.0,1.0,0.0,8.333333333333334,0.0,,0.0,1.3333333333333333,6.409090909090909,6.727272727272728,,,3.0,11.0,,C7-19
C7,2025,CM1,Ctrl,Garin Malam Hamza,21.0,21.0,0.0,0.0,0.0,0.0,,0.0555555555555555,1.6111111111111112,5.761904761904762,8.238095238095237,,,9.0,21.0,,C7-26
C7,2025,CM1,Ctrl,Guidan Dan Galdima,23.0,23.0,0.0,0.0,0.0,0.0,,0.0,0.5652173913043478,6.923913043478261,7.004347826086956,,,23.0,23.0,,C7-47
C7,2025,CM1,Ctrl,Guidan Koube,11.0,11.0,0.0,0.0,0.0,0.0,,0.6363636363636364,0.8636363636363636,8.318181818181818,8.681818181818182,,,11.0,11.0,,C7-52
C7,2025,CM1,Ctrl,Guidan Tambari,12.0,12.0,0.0,0.0,0.0,0.0,,0.0,2.7916666666666665,5.583333333333333,6.166666666666667,,,12.0,12.0,,C7-43
C7,2025,CM1,Ctrl,Guidan Zoudi,15.0,15.0,0.0,0.0,0.0,0.0,,0.9,1.35,3.4,7.733333333333333,,,5.0,15.0,,C7-48
C7,2025,CM1,Ctrl,Imbelbelou 3,29.0,29.0,7.0,0.0,24.13793103448276,0.0,,0.7068965517241379,1.5344827586206895,1.6136363636363635,6.704545454545454,,,29.0,22.0,,C7-21
C7,2025,CM1,Ctrl,Kara Kara 1,24.0,24.0,1.0,0.0,4.166666666666667,0.0,,0.3214285714285714,0.7678571428571429,4.380434782608695,8.26086956521739,,,14.0,23.0,,C7-16
C7,2025,CM1,Ctrl,Kara Kara 2,51.0,51.0,3.0,0.0,5.882352941176471,0.0,,1.5357142857142858,0.4642857142857143,5.875,6.21875,,,14.0,48.0,,C7-17
C7,2025,CM1,Ctrl,Kara Kara 3,31.0,31.0,0.0,0.0,0.0,0.0,,0.6413043478260869,1.1739130434782608,3.775,5.795833333333333,,,24.0,31.0,,C7-15
C7,2025,CM1,Ctrl,Karambi Saboua,17.0,17.0,3.0,0.0,17.647058823529413,0.0,,2.0,0.0,7.267857142857143,5.892857142857143,,,3.0,14.0,,C7-32
C7,2025,CM1,Ctrl,Karambi Sofoua,27.0,27.0,4.0,0.0,14.814814814814817,0.0,,0.4629629629629629,1.1296296296296295,4.3478260869565215,7.5978260869565215,,,27.0,23.0,,C7-36
C7,2025,CM1,Ctrl,Karhin Hali,8.0,8.0,1.0,0.0,12.5,0.0,,0.7857142857142857,1.0357142857142858,6.285714285714286,6.285714285714286,,,7.0,7.0,,C7-29
C7,2025,CM1,Ctrl,Kontagora Goussaoua,7.0,7.0,1.0,0.0,14.285714285714286,0.0,,0.2142857142857142,0.9285714285714286,7.5,6.0,,,7.0,6.0,,
C7,2025,CM1,Ctrl,Kontagora Sofoua,14.0,14.0,2.0,0.0,14.285714285714286,0.0,,0.3928571428571428,0.5,6.458333333333333,6.291666666666667,,,14.0,12.0,,C7-01
C7,2025,CM1,Ctrl,Magami,14.0,14.0,2.0,0.0,14.285714285714286,0.0,,0.5,0.9375,3.615384615384616,7.461538461538462,,,8.0,13.0,,C7-44
C7,2025,CM1,Ctrl,Maisso,9.0,8.0,2.0,0.0,25.0,0.0,,0.0,0.7222222222222222,6.666666666666667,6.083333333333333,,,9.0,6.0,,C7-23
C7,2025,CM1,Ctrl,Mallamai Salifou,32.0,32.0,1.0,0.0,3.125,0.0,,0.6086956521739131,0.6304347826086957,4.387096774193548,6.830645161290323,,,23.0,31.0,,C7-35
C7,2025,CM1,Ctrl,Mata Milki,43.0,43.0,1.0,0.0,2.3255813953488373,0.0,,0.0,0.5,5.0,6.660714285714286,,,43.0,42.0,,C7-40
C7,2025,CM1,Ctrl,Maza Tsaye 1,54.0,54.0,2.0,0.0,3.703703703703704,0.0,,0.6029411764705882,1.3235294117647058,7.527884615384615,7.413461538461538,,,34.0,52.0,,C7-13
C7,2025,CM1,Ctrl,Maza Tsaye 2,34.0,33.0,5.0,0.0,15.151515151515152,0.0,,4.136363636363637,3.6818181818181817,5.464285714285714,6.142857142857143,,,33.0,28.0,,C7-18
C7,2025,CM1,Ctrl,Oumarou Laouali Gago,30.0,30.0,0.0,0.0,0.0,0.0,,1.9,2.2666666666666666,4.433333333333334,6.928333333333333,,,30.0,30.0,,C7-05
C7,2025,CM1,Ctrl,Radi Centre 1,37.0,37.0,7.0,0.0,18.91891891891892,0.0,,1.391891891891892,1.1216216216216215,5.741379310344827,7.637931034482759,,,37.0,29.0,,C7-08
C7,2025,CM1,Ctrl,Radi Centre 2,22.0,22.0,3.0,0.0,13.636363636363637,0.0,,0.875,1.875,6.026315789473684,7.657894736842105,,,16.0,19.0,,C7-07
C7,2025,CM1,Ctrl,Radi Quartier,30.0,30.0,5.0,0.0,16.666666666666668,0.0,,0.3703703703703703,0.5370370370370371,6.9,6.16,,,27.0,25.0,,C7-09
C7,2025,CM1,Ctrl,Safo Chadaoua,20.0,20.0,10.0,0.0,50.0,0.0,,1.0714285714285714,0.6428571428571429,7.15,8.1,,,7.0,10.0,,C7-12
C7,2025,CM1,Ctrl,Soumarana,17.0,17.0,6.0,0.0,35.294117647058826,0.0,,0.125,0.59375,6.727272727272728,7.159090909090909,,,16.0,11.0,,C7-11
C7,2025,CM1,Ctrl,Tajaye Djirataoua,20.0,20.0,0.0,0.0,0.0,0.0,,0.631578947368421,1.631578947368421,5.675,7.825,,,19.0,20.0,,C7-06
C7,2025,CM1,Ctrl,Tchido,45.0,45.0,2.0,0.0,4.444444444444445,0.0,,2.3125,1.6125,5.627906976744186,6.436046511627907,,,40.0,43.0,,C7-39
C7,2025,CM1,Ctrl,Touzza,9.0,9.0,0.0,0.0,0.0,0.0,,0.2222222222222222,2.2222222222222223,6.666666666666667,5.722222222222222,,,9.0,9.0,,C7-31
C7,2025,CM1,Ctrl,Tsanna Publique,16.0,16.0,1.0,0.0,6.25,0.0,,,,7.966666666666667,7.216666666666667,,,0.0,15.0,,C7-30
C7,2025,CM1,Ctrl,Wakasso,20.0,20.0,0.0,0.0,0.0,0.0,,0.4090909090909091,1.181818181818182,6.15,7.75,,,11.0,20.0,,
C7,2025,CM1,Ctrl,Yan Doto Bala,21.0,21.0,15.0,0.0,71.42857142857143,0.0,,0.6190476190476191,1.0952380952380951,6.208333333333333,7.333333333333333,,,21.0,6.0,,C7-37
C7,2025,CM1,Ctrl,Yan Doto Garin Malam,28.0,28.0,1.0,0.0,3.571428571428572,0.0,,4.875,2.7857142857142856,2.3981481481481484,7.12962962962963,,,28.0,27.0,,C7-33
C7,2025,CM1,Ctrl,Yan Zango,16.0,16.0,4.0,0.0,25.0,0.0,,2.7333333333333334,0.7333333333333333,6.583333333333333,6.583333333333333,,,15.0,12.0,,C7-20
C7,2025,CM1,Ctrl,Zabon Mousso,12.0,12.0,0.0,0.0,0.0,0.0,,0.4,1.175,4.395833333333333,8.166666666666666,,,10.0,12.0,,C7-42
C7,2025,CM1,Int,Barouana,23.0,23.0,0.0,0.0,0.0,0.0,,0.391304347826087,0.4565217391304347,16.73913043478261,17.76086956521739,,,23.0,23.0,,C7-27
C7,2025,CM1,Int,Dan Aicha,30.0,30.0,0.0,0.0,0.0,0.0,,0.6153846153846154,0.5769230769230769,19.3,19.08333333333333,,,13.0,30.0,,C7-47
C7,2025,CM1,Int,Dan Fillo 3,17.0,17.0,0.0,0.0,0.0,0.0,,1.1875,2.59375,14.947058823529412,17.5,,,16.0,17.0,,C7-17
C7,2025,CM1,Int,Dan Gamji,35.0,35.0,0.0,0.0,0.0,0.0,,2.7285714285714286,2.9571428571428573,15.685714285714283,14.978571428571428,,,35.0,35.0,,
C7,2025,CM1,Int,Dan Gamji (Sae Saboua),31.0,31.0,0.0,0.0,0.0,0.0,,0.2410714285714285,1.2566964285714286,16.370833333333334,15.786904761904765,,,23.0,31.0,,C7-28
C7,2025,CM1,Int,Danja 1,52.0,52.0,0.0,0.0,0.0,0.0,,0.5571428571428572,1.7285714285714286,13.153846153846152,15.091346153846152,,,35.0,52.0,,C7-03
C7,2025,CM1,Int,Danja 2,19.0,19.0,0.0,0.0,0.0,0.0,,0.6842105263157895,0.7894736842105263,11.736842105263158,13.552631578947368,,,19.0,19.0,,C7-04
C7,2025,CM1,Int,Douma 1,27.0,27.0,0.0,0.0,0.0,0.0,,0.18,1.3,17.203703703703702,17.11111111111111,,,25.0,27.0,,C7-52
C7,2025,CM1,Int,Gadambo,29.0,29.0,0.0,0.0,0.0,0.0,,0.42,1.38,18.11206896551724,18.25,,,25.0,29.0,,C7-38
C7,2025,CM1,Int,Garin Bouwey,19.0,19.0,0.0,0.0,0.0,0.0,,0.5294117647058824,1.088235294117647,14.0,13.605263157894736,,,17.0,19.0,,C7-39
C7,2025,CM1,Int,Garin Yari Idi,13.0,13.0,0.0,0.0,0.0,0.0,,1.5833333333333333,0.8333333333333334,14.942307692307692,17.78846153846154,,,12.0,13.0,,C7-13
C7,2025,CM1,Int,Gawaro Madataye,26.0,26.0,0.0,0.0,0.0,0.0,,0.02,0.56,16.932692307692307,14.211538461538462,,,25.0,26.0,,C7-41
C7,2025,CM1,Int,Guidan Karma,18.0,18.0,0.0,0.0,0.0,0.0,,0.2222222222222222,0.5833333333333334,14.72222222222222,12.305555555555555,,,18.0,18.0,,C7-48
C7,2025,CM1,Int,Guidan Magagi,18.0,18.0,0.0,0.0,0.0,0.0,,0.3529411764705882,0.5882352941176471,16.90277777777778,17.09722222222222,,,17.0,18.0,,C7-49
C7,2025,CM1,Int,Guidan Moussa,32.0,32.0,0.0,0.0,0.0,0.0,,0.625,1.015625,16.53125,16.7265625,,,32.0,32.0,,C7-50
C7,2025,CM1,Int,Jan Ruwa Sedentaire,24.0,24.0,0.0,0.0,0.0,0.0,,0.1875,0.7291666666666666,17.572916666666668,17.75,,,24.0,24.0,,C7-42
C7,2025,CM1,Int,Kadata,28.0,28.0,0.0,0.0,0.0,0.0,,0.25,0.8214285714285714,14.008928571428571,15.553571428571429,,,14.0,28.0,,C7-29
C7,2025,CM1,Int,Katare 1,30.0,30.0,0.0,0.0,0.0,0.0,,0.4,1.15,10.915178571428571,15.25,,,26.0,29.0,,C7-15
C7,2025,CM1,Int,Katare 2,22.0,22.0,0.0,0.0,0.0,0.0,,0.2666666666666666,1.6666666666666667,13.409090909090908,15.397727272727272,,,15.0,22.0,,C7-16
C7,2025,CM1,Int,Koderaoua,28.0,28.0,0.0,0.0,0.0,0.0,,0.76,1.18,12.8125,13.607142857142858,,,25.0,28.0,,C7-05
C7,2025,CM1,Int,Kouran Mota,22.0,22.0,0.0,0.0,0.0,0.0,,0.2727272727272727,2.113636363636364,17.431818181818183,17.068181818181817,,,22.0,22.0,,C7-51
C7,2025,CM1,Int,Louloubi,19.0,19.0,0.0,0.0,0.0,0.0,,0.1764705882352941,0.9411764705882352,17.05263157894737,17.25,,,17.0,19.0,,C7-32
C7,2025,CM1,Int,Maijanguero,26.0,26.0,0.0,0.0,0.0,0.0,,0.6875,0.5,16.057692307692307,14.596153846153848,,,8.0,26.0,,C7-45
C7,2025,CM1,Int,Mallamai Saboua,25.0,25.0,0.0,0.0,0.0,0.0,,0.6590909090909091,1.8863636363636365,15.73,18.16,,,22.0,25.0,,C7-33
C7,2025,CM1,Int,Maradou Centre,31.0,31.0,0.0,0.0,0.0,0.0,,0.5806451612903226,1.4838709677419355,12.96774193548387,13.258064516129032,,,31.0,31.0,,C7-09
C7,2025,CM1,Int,Mountarou 1,14.0,14.0,0.0,0.0,0.0,0.0,,1.0416666666666667,2.458333333333333,18.321428571428573,18.839285714285715,,,12.0,14.0,,C7-40
C7,2025,CM1,Int,Mountarou Barmo,19.0,19.0,0.0,0.0,0.0,0.0,,0.1666666666666666,1.0416666666666667,15.63157894736842,17.105263157894736,,,12.0,19.0,,C7-34
C7,2025,CM1,Int,Oubandawaki Alfacha,26.0,26.0,0.0,0.0,0.0,0.0,,0.0952380952380952,1.0476190476190477,16.35576923076923,16.778846153846153,,,21.0,26.0,,C7-36
C7,2025,CM1,Int,Sabon Gari Kolta,26.0,26.0,0.0,0.0,0.0,0.0,,0.725,1.05,16.442307692307693,14.096153846153848,,,20.0,26.0,,C7-02
C7,2025,CM1,Int,Sae Saboua,51.0,51.0,0.0,0.0,0.0,0.0,,0.98,0.82,15.377450980392156,16.46078431372549,,,50.0,51.0,,C7-35
C7,2025,CM1,Int,Safo El Mougou,16.0,16.0,0.0,0.0,0.0,0.0,,0.6363636363636364,1.5,11.453125,12.625,,,11.0,16.0,,C7-10
C7,2025,CM1,Int,Safo Nassaraoua,16.0,16.0,0.0,0.0,0.0,0.0,,0.9666666666666668,2.333333333333333,12.53125,12.734375,,,15.0,16.0,,C7-07
C7,2025,CM1,Int,Safo Quartier,26.0,26.0,0.0,0.0,0.0,0.0,,0.1176470588235294,1.1470588235294117,15.134615384615383,15.076923076923077,,,17.0,26.0,,C7-12
C7,2025,CM1,Int,Soura 1,30.0,30.0,0.0,0.0,0.0,0.0,,1.0,1.125,12.708333333333334,14.058333333333334,,,20.0,30.0,,C7-18
C7,2025,CM1,Int,Soura 2,26.0,26.0,0.0,0.0,0.0,0.0,,1.5227272727272727,1.3636363636363635,12.057692307692308,15.932692307692308,,,22.0,26.0,,C7-19
C7,2025,CM1,Int,Soura 3,28.0,28.0,0.0,0.0,0.0,0.0,,1.25,0.9772727272727272,13.0,13.580357142857142,,,22.0,28.0,,C7-20
C7,2025,CM1,Int,Soura Magaji Rogo,36.0,36.0,0.0,0.0,0.0,0.0,,2.03125,0.71875,14.805555555555555,17.243055555555557,,,32.0,36.0,,C7-23
C7,2025,CM1,Int,Soura Saraki,35.0,35.0,0.0,0.0,0.0,0.0,,0.6060606060606061,1.5757575757575757,14.485714285714286,15.842857142857143,,,33.0,35.0,,C7-26
C7,2025,CM1,Int,Soura Sarkin Galma 1,58.0,58.0,0.0,0.0,0.0,0.0,,0.0775862068965517,1.5344827586206895,12.275862068965518,13.719827586206897,,,58.0,58.0,,C7-21
